Location,All Summary Offenses,Criminal Homicide,Murder and Nonnegligent Homicide,Manslaughter by Negligence,Forcible Rape Total,Rape by Force,Attempts to commit Forcible Rape,Robbery Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Strong-Arm (Hands, Fists, Feet, Etc.)",Assault Total,Aggravated Assault Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Hands, Fists, Feet, Etc. - Aggravated injury","Other Assaults - Simple, Not Aggravated",Burglary Total,Forcible Entry,Unlawful Entry - No Force,Attempted Forcible Entry,Larceny - Theft Total,Motor Vehicle Theft Total,Autos,Trucks and Buses,Other Vehicles,Arson,Human Trafficking - Commercial Sex Act,Human Trafficking - Involuntary Servitude,Year
Phillipston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Princeton,20,,,,,,,,,,,,7,1,,,1,,6,3,3,,,10,,,,,,,,2019
Royalston,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,2019
Rutland,90,,,,10,10,,1,1,,,,57,24,,3,18,3,33,5,3,1,1,15,2,2,,,,,,2019
Shrewsbury,167,,,,1,1,,2,1,,1,,34,1,,,1,,33,15,12,3,,96,19,17,1,1,,,,2019
Southborough,46,,,,,,,,,,,,17,3,1,,,2,14,14,13,1,,12,3,3,,,,,,2019
Southbridge,489,,,,21,21,,4,,2,,2,225,55,2,19,27,7,170,50,31,19,,173,16,14,2,,,,,2019
Spencer,89,,,,4,4,,,,,,,20,7,,3,4,,13,16,9,5,2,40,9,8,,1,,,,2019
Sterling,33,,,,3,3,,,,,,,14,1,,,,1,13,2,1,,1,13,1,,1,,,,,2019
Sturbridge,225,,,,3,3,,,,,,,104,15,1,1,10,3,89,12,5,5,2,97,7,6,,1,2,,,2019
Sutton,100,,,,2,2,,,,,,,45,10,,1,9,,35,18,8,7,3,33,2,2,,,,,,2019
Templeton,71,,,,2,2,,,,,,,47,11,1,,7,3,36,6,2,4,,12,4,3,1,,,,,2019
Upton,69,,,,2,2,,,,,,,29,7,,1,5,1,22,7,5,2,,27,3,3,,,1,,,2019
Uxbridge,165,,,,3,3,,2,1,1,,,85,15,,2,7,6,70,19,18,1,,48,7,5,1,1,1,,,2019
Warren,80,,,,,,,,,,,,50,12,,,10,2,38,6,3,3,,22,1,1,,,1,,,2019
Webster,555,,,,16,16,,3,,,,3,325,104,9,24,45,26,221,39,18,14,7,161,11,10,,1,,,,2019
West Boylston,74,,,,,,,2,,1,,1,25,9,,2,3,4,16,13,10,3,,27,7,2,3,2,,,,2019
West Brookfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Westborough,356,,,,9,9,,,,,,,143,16,,3,8,5,127,33,14,15,4,166,4,4,,,1,,,2019
Westminster,79,,,,1,1,,,,,,,35,19,,4,5,10,16,5,3,1,1,36,2,2,,,,,,2019
Winchendon,232,,,,9,9,,,,,,,122,28,1,5,21,1,94,30,16,10,4,57,13,10,3,,1,,,2019
U-Mass Worcester,142,,,,,,,,,,,,89,21,,,10,11,68,,,,,52,1,1,,,,,,2019
Fitchburg SC,22,,,,3,3,,,,,,,8,,,,,,8,1,,1,,10,,,,,,,,2019
Tufts University Worcester,2,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,2019
Tufts University Worcester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Worcester Polytechnic In,34,,,,,,,,,,,,9,3,,2,,1,6,1,1,,,24,,,,,,,,2019
Col of the Holy Cross,36,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,9,3,5,1,24,0,0,0,0,,0,0,2019
Quinsigamond CC,21,,,,,,,,,,,,7,1,1,,,,6,2,2,,,12,,,,,,,,2019
Clark University,14,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,1,9,0,0,0,0,0,0,0,2019
Assumption College,30,,,,5,5,,,,,,,2,,,,,,2,5,1,4,,17,1,1,,,,,,2019
Assumption College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Mount Wachusett CC,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,2019
Becker College,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,2019
MBTA - Worcester County,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,2019
Fitchburg State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
U-Mass Worcester MA014UM00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Clark University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Worcester State,14,,,,,,,,,,,,6,2,,,1,1,4,1,1,,,6,1,1,,,0,,,2019
Worcester State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Worcester State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Worcester State Police Holden,24,0,0,0,0,0,0,0,0,0,0,0,23,12,0,0,4,8,11,0,0,0,0,1,0,0,0,0,,0,0,2019
Worcester State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Suffolk University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
MSCPA Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Massachusetts,"140,974",170,162,8,"1,899","1,861",38,"3,007",781,562,389,"1,275","62,569","16,267","2,294","3,852","7,228","2,893","46,302","10,376","5,527","3,733","1,116","55,691","6,855","5,814",446,595,377,25,5,2020
Suffolk County,"32,036",61,59,2,242,222,20,"1,006",240,199,135,432,"15,558","3,647",679,"1,051","1,576",341,"11,911","1,934","1,047",683,204,"11,692","1,487","1,166",187,134,50,6,0,2020
Boston,"28,544",58,58,,200,181,19,924,215,184,125,400,"14,113","3,253",633,941,"1,434",245,"10,860","1,741",940,616,185,"10,170","1,293","1,007",175,111,41,4,,2020
Hampden County,"17,574",28,27,1,192,188,4,500,168,81,40,211,"8,127","1,914",403,476,822,213,"6,213","1,410",818,418,174,"6,369",896,801,50,45,50,1,1,2020
Springfield,"8,902",18,18,,70,67,3,350,121,50,27,152,"4,695","1,044",265,278,411,90,"3,651",620,379,180,61,"2,626",495,440,29,26,27,1,,2020
Worcester County,"15,805",14,14,0,251,250,1,313,80,67,32,134,"6,927","2,008",342,443,940,283,"4,919","1,407",796,424,187,"5,968",883,763,47,73,37,5,0,2020
Essex County,"11,717",18,17,1,157,153,4,189,60,29,31,69,"5,520","1,488",173,331,746,238,"4,032",690,343,318,29,"4,509",610,525,36,49,24,0,0,2020
Bristol County,"12,893",11,10,1,237,237,0,275,51,64,26,134,"6,635","1,681",187,374,761,359,"4,954",990,499,374,117,"4,146",547,425,40,82,49,3,0,2020
Middlesex County,"22,953",16,16,0,251,248,3,323,75,54,62,132,"8,119","2,006",195,536,801,474,"6,113","1,688",817,664,207,"11,304","1,186",982,51,153,65,0,1,2020
Worcester,"6,733",10,10,,49,49,,210,46,47,23,94,"2,746",902,246,231,390,35,"1,844",666,378,175,113,"2,593",448,392,5,51,9,2,,2020
Plymouth County,"8,365",8,7,1,184,183,1,163,45,36,19,63,"3,842","1,192",136,213,543,300,"2,650",543,284,213,46,"3,040",543,517,18,8,35,5,2,2020
Lynn,"2,015",6,6,,24,24,,54,11,11,11,21,"1,009",334,56,80,178,20,675,143,78,63,2,641,135,119,4,12,3,,,2020
Fall River,"2,741",2,2,,63,63,,91,14,27,7,43,"1,556",625,74,133,260,158,931,343,169,126,48,470,183,142,9,32,33,,,2020
Norfolk County,"8,872",8,7,1,124,122,2,123,35,15,27,46,"3,149",915,65,175,395,280,"2,234",636,372,210,54,"4,426",391,337,13,41,15,0,0,2020
Brockton,"3,576",4,4,,63,62,1,118,40,29,13,36,"1,701",573,84,130,227,132,"1,128",202,137,50,15,"1,083",383,381,1,1,18,3,1,2020
Holyoke,"2,246",8,8,,17,17,,64,17,11,5,31,899,272,59,61,141,11,627,194,113,40,41,953,105,93,4,8,6,,,2020
Lowell,"3,290",6,6,,19,18,1,67,20,8,10,29,"1,551",258,47,138,46,27,"1,293",225,177,1,47,"1,184",226,183,,43,12,,,2020
Abington,189,,,,11,11,,5,,,2,3,60,23,,3,16,4,37,11,7,3,1,90,12,9,1,2,,,,2020
New Bedford,"4,368",4,4,,51,51,,106,16,23,10,57,"2,510",434,64,117,187,66,"2,076",287,158,113,16,"1,228",171,132,11,28,11,,,2020
North Attleborough,473,,,,5,5,,4,1,1,1,1,121,23,1,8,10,4,98,17,7,,10,315,11,11,,,,,,2020
Lawrence,"1,655",5,5,,14,14,,53,29,7,8,9,936,287,58,71,127,31,649,45,25,19,1,463,139,114,15,10,,,,2020
Westfield,620,,,,23,23,,3,1,,,2,265,57,11,13,22,11,208,46,27,14,5,264,16,15,,1,3,,,2020
Everett,"1,070",,,,26,26,,17,6,4,4,3,352,138,19,29,42,48,214,75,32,27,16,518,81,74,,7,1,,,2020
Barnstable County,"3,833",3,3,0,94,91,3,28,5,3,5,15,"1,944",510,24,107,266,113,"1,434",374,165,157,52,"1,297",68,64,1,3,19,5,1,2020
Barnstable,943,,,,31,29,2,12,2,2,1,7,538,146,6,29,85,26,392,52,16,24,12,285,17,15,,2,8,,,2020
Berkshire County,"2,697",1,1,0,63,63,0,50,15,10,7,18,"1,190",410,41,87,172,110,780,371,199,149,23,908,98,94,1,3,16,0,0,2020
Pittsfield,"1,332",1,1,,37,37,,34,8,9,6,11,588,271,32,64,119,56,317,232,120,101,11,370,63,61,,2,7,,,2020
Taunton,854,1,1,,27,27,,14,2,6,,6,536,195,24,42,92,37,341,54,21,31,2,189,33,19,5,9,0,,,2020
Chicopee,"2,280",2,1,1,25,25,,42,14,5,4,19,"1,060",226,34,66,112,14,834,186,131,41,14,851,111,94,10,7,3,,,2020
Revere,"1,222",1,1,,15,15,,36,16,4,4,12,508,145,23,37,55,30,363,54,30,17,7,511,96,84,4,8,,1,,2020
MBTA - Suffolk County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Groveland,16,,,,,,,,,,,,9,,,,,,9,,,,,7,,,,,,,,2020
Haverhill,"1,661",2,2,,11,11,,19,2,2,3,12,985,272,24,46,144,58,713,144,51,90,3,411,83,75,4,4,6,,,2020
Methuen,729,,,,5,4,1,4,2,,,2,277,53,3,10,34,6,224,55,37,13,5,328,59,49,2,8,1,,,2020
MBTA - Essex County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
East Longmeadow,253,,,,4,4,,3,,1,1,1,75,5,,1,2,2,70,19,10,5,4,137,15,15,,,0,,,2020
Hampshire County,"2,537",1,1,0,57,57,0,23,4,3,2,14,905,255,32,32,106,85,650,188,100,69,19,"1,248",102,99,2,1,13,0,0,2020
Northampton,768,,,,13,13,,10,1,1,1,7,274,69,9,9,33,18,205,50,23,26,1,402,16,16,,,3,,,2020
Cambridge,"3,317",1,1,,25,25,,67,4,17,21,25,"1,011",248,20,68,117,43,763,202,98,101,3,"1,918",81,61,5,15,12,,,2020
Framingham,"1,429",2,2,,14,14,,20,6,3,2,9,522,230,16,47,70,97,292,110,26,33,51,630,127,116,3,8,4,,,2020
Groton,84,,,,1,1,,,,,,,48,3,,,2,1,45,6,2,2,2,28,1,,,1,,,,2020
Lexington,162,,,,1,1,,2,,,,2,44,10,,7,,3,34,24,11,12,1,88,3,3,,,,,,2020
Malden,"1,203",2,2,,6,6,,34,3,7,6,18,403,120,12,30,51,27,283,99,41,58,,556,99,77,7,15,4,,,2020
Tewksbury,598,,,,10,10,,7,2,2,,3,236,53,4,15,24,10,183,27,11,9,7,296,22,15,3,4,,,,2020
Brookline,858,1,1,,2,1,1,14,1,1,12,,146,46,2,8,34,2,100,36,32,,4,639,20,19,,1,,,,2020
Plainville,68,,,,3,3,,,,,,,19,5,,,5,,14,7,3,4,,37,2,1,,1,,,,2020
Quincy,"2,043",2,1,1,28,27,1,37,5,5,6,21,820,238,9,56,89,84,582,198,109,69,20,866,87,69,6,12,5,,,2020
Randolph,661,,,,9,9,,9,6,1,,2,323,76,22,22,24,8,247,51,47,4,,209,58,40,2,16,2,,,2020
Stoughton,476,1,1,,14,14,,12,8,,1,3,232,62,8,15,35,4,170,27,20,7,,167,22,19,,3,1,,,2020
Wareham,474,1,1,,13,13,,3,1,1,,1,225,72,8,16,37,11,153,49,30,15,4,166,16,15,,1,1,,,2020
Athol,212,,,,6,6,,3,,,1,2,97,39,1,3,15,20,58,14,7,7,,87,4,4,,,1,,,2020
Clinton,31,,,,,,,,,,,,22,6,,3,2,1,16,,,,,9,,,,,,,,2020
Fitchburg,"1,093",1,1,,19,19,,43,20,7,1,15,442,160,23,36,49,52,282,108,66,31,11,404,74,62,6,6,2,,,2020
Bourne,409,,,,7,7,,2,,1,,1,204,34,3,4,21,6,170,46,16,29,1,141,8,8,,,1,,,2020
Brewster,75,,,,3,3,,1,,,1,,34,18,1,3,14,,16,9,2,6,1,26,2,2,,,,,,2020
Chatham,94,,,,1,1,,,,,,,39,9,,1,8,,30,13,6,4,3,40,,,,,1,,,2020
Dennis,334,,,,8,7,1,1,,,1,,160,42,2,8,16,16,118,36,21,9,6,119,8,7,,1,2,,,2020
Eastham,52,,,,1,1,,,,,,,30,10,,2,7,1,20,3,,3,,17,1,1,,,,,,2020
Falmouth,643,,,,10,10,,4,1,,2,1,282,76,5,16,37,18,206,117,57,47,13,216,10,10,,,4,,,2020
Harwich,158,,,,5,5,,,,,,,77,21,2,7,9,3,56,18,7,9,2,54,4,4,,,,,,2020
Mashpee,197,3,3,,4,4,,1,,,,1,102,22,1,,13,8,80,10,3,3,4,70,6,6,,,1,,,2020
Orleans,94,,,,4,4,,,,,,,30,8,,1,6,1,22,9,4,5,,50,1,1,,,,,,2020
Provincetown,97,,,,9,9,,2,,,,2,41,11,,1,6,4,30,7,5,1,1,37,1,1,,,,,,2020
Sandwich,193,,,,1,1,,1,1,,,,123,23,,4,15,4,100,5,3,1,1,62,1,1,,,,,,2020
Truro,25,,,,,,,,,,,,16,4,,,3,1,12,1,,,1,8,,,,,,,,2020
Wellfleet,29,,,,1,1,,,,,,,18,6,1,1,3,1,12,1,,1,,9,,,,,,,,2020
Yarmouth,483,,,,9,9,,4,1,,,3,244,74,3,30,23,18,170,47,25,15,7,163,8,7,1,,2,5,1,2020
Cape Cod Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MBTA - Barnstable County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Barnstable State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Barnstable State Police Middleboro,7,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,1,1,0,0,,0,0,2020
Adams,167,,,,6,6,,1,1,0,,,67,7,1,2,3,1,60,16,10,5,1,69,7,7,,,1,,,2020
Alford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Becket,21,,,,,,,,,,,,14,5,1,,1,3,9,,,,,5,2,2,,,,,,2020
Cheshire,9,,,,,,,1,,,,1,3,1,,,1,,2,2,2,,,2,1,,1,,,,,2020
Clarksburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Dalton,70,,,,,,,,,,,,49,17,,4,10,3,32,3,,3,,13,4,4,,,1,,,2020
Egremont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Great Barrington,96,,,,2,2,,2,,,,2,40,5,,1,3,1,35,7,3,3,1,42,2,2,,,1,,,2020
Hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hinsdale,9,,,,,,,,,,,,9,6,,,5,1,3,,,,,,,,,,,,,2020
Lanesboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Lee,98,,,,3,3,,,,,,,34,11,,3,7,1,23,10,5,4,1,49,2,1,,1,,,,2020
Lenox,77,,,,1,1,,2,1,1,,,30,7,1,,5,1,23,6,5,1,,38,,,,,,,,2020
Monterey,4,,,,,,,,,,,,1,1,,,,1,,1,1,,,2,,,,,,,,2020
Mount Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
New Ashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
New Marlboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
North Adams,648,,,,12,12,,9,5,,1,3,294,75,6,13,16,40,219,72,40,28,4,247,8,8,,,6,,,2020
Otis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Sandisfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Savoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Sheffield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Stockbridge,28,,,,,,,,,,,,5,2,,,2,,3,4,4,,,19,,,,,,,,2020
Tyringham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
West Stockbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Williamstown,44,,,,,,,,,,,,11,1,,,,1,10,4,3,1,,26,3,3,,,,,,2020
Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MA College of Liberal Arts,10,,,,1,1,,,,,,,5,,,,,,5,,,,,4,,,,,,,,2020
MBTA - Berkshire County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Berkshire State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Berkshire State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Berkshire State Police Northampton,84,0,0,0,1,1,0,1,0,0,0,1,40,1,0,0,0,1,39,14,6,3,5,22,6,6,0,0,,0,0,2020
Acushnet,83,,,,4,4,,,,,,,54,12,1,5,6,,42,4,2,1,1,16,4,4,,,1,,,2020
Attleboro,989,1,1,,16,16,,22,7,2,2,11,420,98,6,23,68,1,322,67,32,23,12,432,29,21,4,4,1,1,,2020
Berkley,32,,,,,,,,,,,,19,6,1,,2,3,13,5,4,,1,5,2,2,,,,1,,2020
Dartmouth,789,1,1,,12,12,,12,2,3,1,6,349,48,2,9,32,5,301,37,15,17,5,356,21,17,1,3,1,,,2020
Dighton,51,,,,1,1,,,,,,,26,9,,1,6,2,17,3,2,1,,16,4,2,2,,,1,,2020
Easton,276,1,,1,8,8,,3,1,,1,1,84,19,2,1,10,6,65,22,14,4,4,146,12,10,1,1,,,,2020
Fairhaven,447,,,,8,8,,4,,,,4,233,47,4,9,24,10,186,25,12,13,,168,8,7,,1,1,,,2020
Freetown,112,,,,1,1,,,,,,,72,19,,2,11,6,53,12,7,1,4,26,1,1,,,,,,2020
Mansfield,235,,,,2,2,,3,1,,1,1,131,29,,10,6,13,102,11,3,7,1,84,3,3,,,1,,,2020
Norton,31,,,,2,2,,1,,,,1,22,15,,1,5,9,7,2,2,,,4,,,,,,,,2020
Raynham,196,,,,4,4,,4,1,,2,1,41,13,2,1,7,3,28,8,7,1,,131,8,5,3,,,,,2020
Rehoboth,99,,,,4,4,,,,,,,42,5,,,5,,37,9,2,6,1,35,9,7,1,1,,,,2020
Seekonk,389,,,,2,2,,2,2,,,,85,24,2,5,10,7,61,33,16,15,2,246,21,17,3,1,,,,2020
Somerset,263,1,1,,12,12,,4,,2,1,1,108,14,1,6,5,2,94,11,9,,2,121,6,6,,,,,,2020
Swansea,231,,,,3,3,,2,1,,,1,111,14,2,1,7,4,97,18,7,8,3,86,11,10,,1,,,,2020
Westport,167,,,,10,10,,1,1,,,,77,4,,,3,1,73,12,8,3,1,59,8,7,,1,,,,2020
U-Mass Dartmouth,10,,,,,,,,,,,,5,,,,,,5,3,,3,,2,,,,,,,,2020
Stonehill College,7,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,,0,0,2020
Bristol Comm College,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,,0,0,2020
Wheaton College,17,,,,1,1,,,,,,,2,1,,,1,,1,7,2,1,4,7,,,,,,,,2020
Uncategorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MBTA - Bristol County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Bristol State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Bristol State Police Framingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2020
Bristol State Police Middleboro,29,0,0,0,0,0,0,2,2,0,0,0,25,24,1,0,4,19,1,0,0,0,0,0,2,2,0,0,,0,0,2020
Dukes County,358,1,0,1,10,10,0,2,1,0,1,0,175,72,0,4,24,44,103,25,7,18,0,140,3,3,0,0,2,0,0,2020
Chilmark,12,,,,,,,,,,,,3,1,,,,1,2,2,,2,,7,,,,,,,,2020
Edgartown,122,,,,2,2,,1,,,1,,59,30,,3,8,19,29,5,1,4,,54,1,1,,,,,,2020
Aquinnah,7,,,,1,1,,,,,,,3,1,,,,1,2,,,,,3,,,,,,,,2020
Gosnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Oak Bluffs,86,,,,6,6,,,,,,,36,17,,1,6,10,19,10,5,5,,31,2,2,,,1,,,2020
Tisbury,95,,,,1,1,,,,,,,56,15,,,7,8,41,6,1,5,,31,,,,,1,,,2020
West Tisbury,35,,,,,,,1,1,,,,18,8,,,3,5,10,2,,2,,14,,,,,,,,2020
MBTA - Dukes County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Dukes State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Dukes State Police Middleboro,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2020
Amesbury,152,1,1,,4,4,,,,,,,82,21,2,3,12,4,61,10,6,4,,51,4,2,2,,,,,2020
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Andover,266,,,,4,4,,,,,,,78,4,,,1,3,74,38,13,20,5,138,8,8,,,,,,2020
Beverly,284,1,1,,6,6,,3,,2,,1,111,50,2,9,28,11,61,11,1,10,,143,9,5,2,2,,,,2020
Boxford,24,,,,,,,,,,,,3,1,1,,,,2,,,,,21,,,,,,,,2020
Danvers,594,,,,5,5,,6,2,1,2,1,230,41,,3,27,11,189,20,12,5,3,305,27,22,5,,1,,,2020
Essex,21,,,,,,,,,,,,10,4,,1,3,,6,2,,2,,8,1,1,,,,,,2020
Georgetown,52,,,,,,,1,,,,1,14,4,,1,3,,10,6,3,3,,31,,,,,,,,2020
Gloucester,302,,,,11,11,,4,1,2,,1,191,57,9,16,17,15,134,11,5,6,,76,9,9,,,0,,,2020
Hamilton,30,,,,,,,,,,,,11,5,,,1,4,6,1,,,1,18,,,,,,,,2020
Ipswich,108,1,,1,1,1,,,,,,,43,7,,,2,5,36,15,10,5,,47,1,1,,,,,,2020
Lynnfield,97,,,,2,2,,,,,,,29,5,1,2,2,,24,1,,1,,60,3,3,,,2,,,2020
Manchester-by-the-sea,24,,,,,,,,,,,,7,,,,,,7,,,,,16,1,1,,,,,,2020
Marblehead,187,,,,2,2,,,,,,,57,13,,1,9,3,44,12,4,8,,113,2,2,,,1,,,2020
Merrimac,30,,,,,,,,,,,,17,2,,1,1,,15,1,1,,,11,1,1,,,,,,2020
Middleton,48,,,,,,,,,,,,19,4,,,4,,15,4,3,1,,23,2,2,,,,,,2020
Nahant,32,,,,,,,1,,,,1,19,3,,,1,2,16,1,,1,,11,,,,,,,,2020
Newbury,58,,,,,,,2,,,,2,33,13,,3,8,2,20,6,1,5,,16,,,,,1,,,2020
Newburyport,148,,,,8,8,,,,,,,48,15,1,4,6,4,33,10,4,4,2,72,9,9,,,1,,,2020
North Andover,200,,,,5,4,1,2,1,,,1,86,22,,4,15,3,64,3,2,,1,101,3,3,,,0,,,2020
Peabody,761,,,,14,14,,6,1,2,1,2,312,94,7,13,43,31,218,37,24,11,2,355,35,31,,4,2,,,2020
Rockport,42,,,,,,,1,,,,1,29,8,,2,4,2,21,2,1,1,,10,,,,,,,,2020
Rowley,50,,,,2,2,,1,,,,1,22,5,,2,2,1,17,7,5,2,,15,3,3,,,,,,2020
Salem,"1,245",1,1,,16,15,1,16,7,2,2,5,557,75,6,27,28,14,482,47,22,23,2,566,38,33,1,4,4,,,2020
Salisbury,160,,,,6,6,,,,,,,72,14,,3,11,,58,19,12,6,1,53,10,8,1,1,,,,2020
Saugus,391,1,1,,10,10,,13,4,,3,6,131,48,2,17,23,6,83,22,14,7,1,192,22,18,,4,,,,2020
Swampscott,191,,,,,,,3,,,1,2,50,17,1,10,5,1,33,9,6,3,,125,4,4,,,,,,2020
Topsfield,23,,,,,,,,,,,,9,3,,,3,,6,3,2,1,,9,2,2,,,,,,2020
Wenham,26,,,,1,1,,,,,,,6,2,,,1,1,4,,,,,19,,,,,,,,2020
West Newbury,25,,,,,,,,,,,,16,5,,2,3,,11,,,,,7,,,,,2,,,2020
Salem State University,14,,,,2,2,,,,,,,,,,,,,,3,1,2,,9,,,,,,,,2020
Merrimack College,26,0,0,0,3,2,1,0,0,0,0,0,9,0,0,0,0,0,9,2,0,2,0,12,0,0,0,0,,0,0,2020
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Endicott College,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,,,,2020
Northern Essex Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Gordon College,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,,0,0,2020
Salem State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
North Shore Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Essex State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Essex State Police Framingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2020
Franklin County,"1,044",0,0,0,33,33,0,11,2,1,2,6,403,155,17,21,66,51,248,111,75,33,3,446,38,35,0,3,2,0,0,2020
Ashfield,6,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,1,,,,2020
Bernardston,19,,,,,,,,,,,,7,5,4,,1,,2,1,1,,,10,1,1,,,,,,2020
Buckland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Charlemont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Colrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Conway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Deerfield,58,,,,2,2,,1,,,1,,31,4,,2,1,1,27,3,,3,,20,1,1,,,,,,2020
Erving,36,,,,1,1,,,,,,,24,4,,1,3,,20,3,3,,,7,1,1,,,,,,2020
Gill,14,,,,,,,,,,,,7,,,,,,7,1,1,,,5,1,,,1,,,,2020
Greenfield,478,,,,19,19,,8,2,1,1,4,160,59,6,4,36,13,101,58,46,10,2,214,19,18,,1,0,,,2020
Hawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
